Supplier,Model Number,Product Name,Category,Specifications,Communitcation protocol,Power Source,Country,Image,Price,MOQ,Catalogue,Packing,Status,DESIGNATION FR,REF HEYZACK,Drive Link,Lead Time
TONGOU,TOQCB2-80-JZ,Smart Circuit Breaker (3P/4P),Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Standards: IEC/EN 60947, IEC/EN 60898, IEC/EN 50557, EN 301 489, EN 300 328, EN IEC 61000 | Poles: 3P/4P | Frequency: 50/60Hz | Current Frame(A): 16,20,32,40,63,80 | Curve Code: B, C, D | Rated Insulation Voltage(V): AC 500V | Breaking Capacity(kA): 10kA | Function: Multiple Timing, Over/Under-voltage Protection, Over-current/Power Protection, Temperature protection, Short Circuit Protection, Auto-reclosing, Remote Control, Voice Control | Mounting: DIN Rail 35mm",Zigbee(2.400-2.483GHz) IEEE 802.15.4,"MCU: AC 380V-415V, Phase Line: AC 230V(L1-N, L2-N, L3-N)",,,,,,,evaluation,,,,
TONGOU,TOQCB2L-63-JW,Smart Circuit Breaker with Leakage Protection (2P),Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Leakage Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Standards: IEC/EN 61009, IEC/EN 50557, EN 301 489, EN 300 328, EN IEC 61000 | Poles: 2P | Frequency: 50/60Hz | Current Frame(A): 16,20,32,40,63 | Rated Residual Operating Current(mA): 30,100,300,500 | Residual Current Type: AC, A | Curve Code: B, C, D | Rated Insulation Voltage(V): AC 500V | Breaking Capacity(kA): 10kA | Mounting: DIN Rail 35mm",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,"MCU: AC 145V-230V, Phase Line: AC 230V",,,,,,,evaluation,,,,
TONGOU,TOQCB2L-63-JZ,Smart Circuit Breaker with Leakage Protection (2P),Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Leakage Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Standards: IEC/EN 61009, IEC/EN 50557, EN 301 489, EN 300 328, EN IEC 61000 | Poles: 2P | Frequency: 50/60Hz | Current Frame(A): 16,20,32,40,63 | Rated Residual Operating Current(mA): 30,100,300,500 | Residual Current Type: AC, A | Curve Code: B, C, D | Rated Insulation Voltage(V): AC 500V | Breaking Capacity(kA): 10kA | Mounting: DIN Rail 35mm",Zigbee(2.400-2.483GHz) IEEE 802.15.4,"MCU: AC 145V-230V, Phase Line: AC 230V",,,,,,,evaluation,,,,
TONGOU,TOQCB2L-63-JW,Smart Circuit Breaker with Leakage Protection (3P),Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Leakage Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Standards: IEC/EN 61009, IEC/EN 50557, EN 301 489, EN 300 328, EN IEC 61000 | Poles: 3P | Frequency: 50/60Hz | Current Frame(A): 16,20,32,40,63 | Rated Residual Operating Current(mA): 30,100,300,500 | Residual Current Type: AC, A | Curve Code: B, C, D | Rated Insulation Voltage(V): AC 500V | Breaking Capacity(kA): 10kA | Mounting: DIN Rail 35mm",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,"MCU: AC 145V-230V, Phase Line: AC 230V(L1-N, L2-N, L3-N)",,,,,,,evaluation,,,,
TONGOU,TOQCB2L-63-JW,Smart Circuit Breaker with Leakage Protection (4P),Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Leakage Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Standards: IEC/EN 61009, IEC/EN 50557, EN 301 489, EN 300 328, EN IEC 61000 | Poles: 4P | Frequency: 50/60Hz | Current Frame(A): 16,20,32,40,63 | Rated Residual Operating Current(mA): 30,100,300,500 | Residual Current Type: AC, A | Curve Code: B, C, D | Rated Insulation Voltage(V): AC 500V | Breaking Capacity(kA): 10kA | Mounting: DIN Rail 35mm",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,"MCU: AC 145V-230V, Phase Line: AC 230V(L1-N, L2-N, L3-N)",,,,,,,evaluation,,,,
TONGOU,TOSMR1-40-JW,Smart Circuit Breaker with Leakage Protection,Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Leakage Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Poles: 2P | Frequency: 50/60Hz | Current Frame(A): 16,20,32,40 | Rated Residual Operating Current(mA): 10,30,100 | Residual Current Type: AC, A | Curve Code: B, C, D | Rated Insulation Voltage(V): AC 500V | Breaking Capacity(kA): 6kA",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,"MCU: AC 145V-230V, Phase Line: AC 230V",,,,,,,evaluation,,,,
TONGOU,TO-Q-SY1-W,DIN Rail Smart Switch (Non-Metering Type),Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Poles: Disconnectable L Pole, Direct N Pole | Wiring Mode: DPN 18mm | Rated Current(A): 6,10,16,20,25,32,40,50,63 | Operational Safety: Remote setting maintenance switch | Function: Multiple Timing, Remote Control, Voice Control | Mounting: DIN Rail 35mm",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,AC 90-240V,,,,,,,evaluation,,,,
TONGOU,TO-Q-SY1-Z,DIN Rail Smart Switch (Non-Metering Type),Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Poles: Disconnectable L Pole, Direct N Pole | Wiring Mode: DPN 18mm | Rated Current(A): 6,10,16,20,25,32,40,50,63 | Operational Safety: Remote setting maintenance switch | Function: Multiple Timing, Remote Control, Voice Control | Mounting: DIN Rail 35mm",Zigbee(2.400-2.483GHz)IEEE 802.15.4,AC 90-240V,,,,,,,evaluation,,,,
TONGOU,TO-Q-SY1-M,DIN Rail Smart Switch (Non-Metering Type),Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Poles: Disconnectable L Pole, Direct N Pole | Wiring Mode: DPN 18mm | Rated Current(A): 6,10,16,20,25,32,40,50,63 | Operational Safety: Remote setting maintenance switch | Function: Multiple Timing, Remote Control, Voice Control | Mounting: DIN Rail 35mm",TCP/UDP: Matter,AC 90-240V,,,,,,,evaluation,,,,
TONGOU,TO-Q-SY1-JW,DIN Rail Smart Switch (Metering Type),Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Poles: Disconnectable L Pole, Direct N Pole | Rated Current(A): 6,10,16,20,25,32,40,50,63 | Monitoring: Real-time Voltage/Current/Power, Power Consumption, Switch State, Device Operating Status | Measurement Accuracy: Class 2.0 | Function: Multiple Timing, Remote Control, Voice Control | Mounting: DIN Rail 35mm",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,AC 90-240V,,,,,,,evaluation,,,,
TONGOU,TO-Q-SY2-JW,DIN Rail Smart Switch,Circuit Breaker,"Features: Remote Control, Voice Control, Time Mode, Circuit Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Poles: Disconnectable L Pole, Direct N Pole | Current Frame(A): 63 | Function: Multiple Timing, Over-voltage/current/Power Protection, Temperature protection, Remote Control, Voice Control | Mounting: DIN Rail 35mm",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,AC 90-240V,,,,,,,evaluation,,,,
TONGOU,TO-Q-SYS-JW,DIN Rail Smart Meter,Circuit Breaker,"Features: LCD Display, Remote Control, Voice Control, Time Mode, Circuit Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Poles: Disconnectable L Pole, Direct N Pole | Current Frame(A): 50 | Initial Current Value: 100mA | Monitoring: Realtime Voltage, Current, Power, Power Consumption, Switch State, Device Operating Status | Function: Multiple Timing, Over-voltage/current/Power/Temperature Protection, Remote Control, Voice Control",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,AC 100-240V,,,,,,,evaluation,,,,
TONGOU,TO-Q-SYS-JB,DIN Rail Smart Meter,Circuit Breaker,"Features: LCD Display, Remote Control, Voice Control, Time Mode, Circuit Protection, Electricity Consumption, Real-Time Power/Current/Voltage, Temperature Protection, Operation Log, DIN Rail Installation, Maintenance Mode | Poles: Disconnectable L Pole, Direct N Pole | Current Frame(A): 50 | Initial Current Value: 100mA | Monitoring: Local Screen Display | Function: Multiple Timing, Over-voltage/current/Power/Temperature Protection",Local,AC 100-240V,,,,,,,evaluation,,,,
TONGOU,TO-Q-SA1-0150W,Smart Energy Accessory (1P),Circuit Breaker,"Features: Electricity Consumption, Real-Time Power/Current/Voltage, Operation Log, DIN Rail Installation, Circuit Fault Alarm, High Temperature Alarm | Current Frame Maximum(A): 50 | Monitoring: Real-time Voltage, Current, Power, Power Consumption, Internal Temperature | Function: Over-voltage/current/power Alarm, Temperature Alarm, Prepaid Monitoring | Matched MCB: TOMD6-63",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,AC 110-240V,,,,,,,evaluation,,,,
TONGOU,TO-Q-SA1-0350W,Smart Energy Accessory (3P),Circuit Breaker,"Features: Electricity Consumption, Real-Time Power/Current/Voltage, Operation Log, DIN Rail Installation, Circuit Fault Alarm, High Temperature Alarm | Current Frame Maximum(A): 50 | Monitoring: Real-time Voltage, Current, Power, Power Consumption, Internal Temperature | Function: Over-voltage/current/power Alarm, Temperature Alarm, Prepaid Monitoring | Matched MCB: TOMD6-63",TCP/IP:Wi-Fi(2.412~2.484GHz) IEEE 802.11b/g/n,"Nominal: AC 230/400V, Operating: AC 230V",,,,,,,evaluation,,,,
AVATTO,WOT12 / ZWOT12,Smart Wall Socket,Smart Socket,"Model No.: WOT12/ZWOT12
APP: AVATTO/Smart Life/Tuya Smart
Voice Control: Amazon Alexa, Google Home
Input Voltage: 100V-250V 50/60Hz AC
Max. Load: 5V 2.4A (USB&Type-C)
 16A 3680W (socket)
Grounding: Standard Grounding
Flammability: Rated V0 per UI94
Protocol: 2.4G WiFi/Zigbee 3.0
Standby Power Consumption: <0.5W
System Supported: IOS/Android
Working Life: 100 000Times
Materials: Tempered Glass+PC
Switch Size: 120*72*43 mm
Color: White, Black",2.4G WiFi/Zigbee 3.0,100V-250V 50/60Hz AC,,,"""Q＜100：9.07
100≤Q＜500：8.93
500≤Q＜1000：8.65
1000≤Q： 8.37""",100,,,Not selected,Prise intelligente murale,HZ-CD-PRISE01,,
AVATTO,WOT16P / ZWOT16P,Smart Switch & Socket,Smart Socket,"Model No.: WOT16P/ZWOT16P
 WOT18P/ZWOT18P
APP: AVATTO/Smart Life/Tuya Smart
Voice Control: Amazon Alexa, Google Home
Input Voltage: 100V-240V 50/60Hz
Max. Load: 10A 800W/Gang(light)
 20A 4400W(socket)
Protocol: 2.4G WiFi/ Zigbee 3.0
Standby Power Consumption: <0.5W
System Supported: IOS/Android
Working Life: 100 000Times
Materials: Tempered Glass+PC
Switch Size: 120*72*43 mm/120*120*44 mm",2.4G WiFi/ Zigbee 3.0,100V-240V 50/60Hz,,,"WiFi
1gang
Q＜100： 10.46
100≤Q＜500：9.76
500≤Q＜1000：9.07
1000≤Q： 8.37
2gang
Q＜100： 11.16
100≤Q＜500：10.46
500≤Q＜1000：9.76
1000≤Q： 9.07
ZigBee
1gang
Q＜100： 11.16
100≤Q＜500：10.46
500≤Q＜1000：9.76
2gang
Q＜100： 11.85
100≤Q＜500：11.16
500≤Q＜1000：10.46
1000≤Q： 9.76",100,,,Not selected,Interrupteur et prise intelligente,HZ-CD-PRISE02,,
AVATTO,WOT18P / ZWOT18P,Smart Wall Socket,Smart Socket,"Model No.: WOT16P/ZWOT16P
 WOT18P/ZWOT18P
APP: AVATTO/Smart Life/Tuya Smart
Voice Control: Amazon Alexa, Google Home
Input Voltage: 100V-240V 50/60Hz
Max. Load: 10A 800W/Gang(light)
 20A 4400W(socket)
Protocol: 2.4G WiFi/ Zigbee 3.0
Standby Power Consumption: <0.5W
System Supported: IOS/Android
Working Life: 100 000Times
Materials: Tempered Glass+PC
Switch Size: 120*72*43 mm/120*120*44 mm",2.4G WiFi/ Zigbee 3.0, 100V-240V 50/60Hz,,,"WiFi
Q＜100： 13.25
100≤Q＜500：12.55
500≤Q＜1000：11.85
1000≤Q： 11.16
ZigBee
Q＜100： 13.95
100≤Q＜500：13.25
500≤Q＜1000：12.55
1000≤Q： 11.85",100,,,Not selected,Interrupteur et prise intelligente,HZ-CD-PRISE03,,
LINPTECH,WD1-LB,,Garage/Window/Curtain Motor,"Name: Automatic Window Opener
Model: WD1-LB
Material: Aluminum alloy fixing frame + pc shell (plus anti-UV)
Power supply: 3.6V 5100mah 18650 lithium battery
Rated power consumption: <5W
Protocol: BLE Mesh (Control distance: 20m)
Open and closing speed: >7.8cm/s (No-loaded) 5cm/s (load)
Motor torque: >6kg.cm
Motor noise: <45db (1m,no-loaded)
Size: 216.5x61x35.7mm","BLE Mesh (Control distance: 20m)","3.6V 5100mah 18650 lithium battery",,,,,,,Not selected,,,,
LINPTECH,KK9Z-TY / K9B-TY,,smart switch,"Product Name: Self-powered wireless switch
- Model: K9Z-TY/K9B-TY
Power Supply: Self-powered (No additional power supply required)
Wireless Protocol: ZigBee Green Power 3.0/BLE 2.4GHz
Quantity of Gangs: 1/2/3 Gangs
Switch type: Unilateral reset
Product Size: 86x86x15mm
Remote Control Distance: about 50m(open area)
about 15m(indoor)
Operating life: >100,000 times
tuya",ZigBee Green Power 3.0/BLE 2.4GHz,"Self-powered (No additional power supply required)",,,,,,,To be ordered,,,,
LINPTECH,KH1BB,,smart switch,"Product Name: Wireless switch
Model: KH1BB
Power Supply: button battery CR2032 (240mAh)
Battery Life: 2 years
-Wireless Protocol: BLE
Quantity of Gangs: 1/2/3/4 Gangs
Switch Type: full press reset
Product Size: 86x86x11mm
Distance Between Transmitter and
BLE Gateway: about 50m
",BLE," button battery CR2032 (240mAh)",,,,,,,To be ordered,,,,
LINPTECH,XH1BB,,smart switch,"Product Name: Smart Knob Wireless Dimmer Switch
Model: XH18B
Power Supply: Button battery CR2032 (240mAh)
Battery Life: 2 years
Wireless Protocol: BLE
Operation method: Knob & Button
Product Size: 86x86x11mm
Distance Between Transmitter and
BLE Gateway: about 50m",BLE," Button battery CR2032 (240mAh)",,,,,,,To be ordered,,,,
LINPTECH,S2,,Smart Control Panel,"Name: Smart Control Panel
Model: S2DW
Voltage: 220V-50Hz
Screen: 3.5 inch touch screen
Protocol: WIFI 2.4GHz
Relays: 3-way
Load: Max 500W/load, support
incandescent lamps, LED
lamps, fluorescent lamps etc.
Size: 86X86X35mm",WIFI 2.4GHz,220V-50Hz,,,,,,,evaluation,,,,
LINPTECH,XH1,,sw,"Product Name: Smart Knob Dimmer Switch XHI (TH1-DB)
Input Voltage: 220V AC ± 10% 50Hz
Rated Load: 500 W
Wireless Protocol: BLE
Operation method: Knob & Button
- Working Temperature: 0-40°C
Temperature Control Accuracy: ±0.5°C
Product Size: 86x86x11mm
Installation Method: Standard 86 bottom box,
Bottom box depth > 45 mm",WIFI 2.4GHz,"220V AC ± 10% 50Hz",,,,,,,To be ordered,,,,
LINPTECH,TH1,,Smart Thermostat,"Product Name: Smart thermostat TH1 (TH1-DW-113MI)
Input Voltage: 220V AC ± 10% 50Hz
- Load Current: <3A
Wireless Protocol: WiFi 2.4G/BLE
Access Platform: MI Home
Temperature Control Range: 5-35°C
Temperature Control Accuracy: ±0.5°C
Product Size: 86x86x11mm
- Installation Method: Standard 86 bottom box, Bottom box depth > 45 mm","WiFi 2.4G/BLE
","220V AC ± 10% 50Hz",,,,,,,To be ordered,,,,
LINPTECH,RX-4,,smart switch,"Product Name: Receiver of remote-control
Power Supply: 85-265VAC 50/60HZ
Wireless Protocol: CC433MHz
Remote Control Distance: about 80m
Product Size: 87.5x72x58.7mm
Number of Switches: Up to 10pcs switches/way can be connected
Output Current: 16A Max/way","CC433MHz",85-265VAC 50/60HZ,,,,,,,To be ordered,,,,
Wenhui,OHCTF001,Smart Water Valve,Smart Electrical Products,,,,,,"US$8,80 ",,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1G4VRQdfxTChyCa6aggo4HUiddIIRsGSH.jpg,
AVATTO,SWT60,WiFi Irrigator,Smart Electrical Products,"W-Fi：802.11b/g/n(2.4GHz)
Working Water Pressure：
0.03 MPa-0.9 MPa(4.35 psi-130.53 psi)
Max Flow Rate：35L / min
Working Temperature：1-60 ℃
Waterproof Level：IP65
Dimension：
92.4x175x50 mm
Water Inlet：For 3/4"" taps
Water Outlet：For 3/4"" standard garden hose
Power By：4 AA (1.5V) alkaline batteries (Not Included)",WiFi,4x AA Battery,,,"Q＜100： 150
100≤Q＜500：140
500≤Q＜1000：135
1000≤Q： 130",100,,,Not selected,,,,
szsmarthome,Q4-PRO,Intelligent control panel,Smart Control Panel,"System: Android 11; Display: 4-inch capacitive touch (480x480); Functions: Tuay app scanning and binding, lighting, switches, sockets, AC, curtains, group control; Gateway: ZIGBEE; Power: AC 110-250V / 12v-24v; Relay: 2 channels < 200W; I/O: 1 audio in, 1 audio out, 1 485 out, 1 timing out; Connectivity: Bluetooth; Installation: UK standard 86 bottom shell; Size: 86x86x11MM; Media: Supports TF card, USB playback, Bluetooth music; Color: black, white",ZigBee; Bluetooth; RS485,AC 110-250V / 12v-24v,,,65 USD,500 (for 12v-24v),,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1eLbWtrrfi2P36_yBlLetChHHWeHHm8XX.jpg,
szsmarthome,Q7-TUYA,Intelligent control panel,Smart Control Panel,"System: Android 11, RAM 2G, Rom 8g; Display: 7-inch (1024x600) + 1.28-inch round (240x240); Functions: smart home control, scene control, background music playback; Power: 90v-240v; I/O: 1 audio in, 1 audio out, 1 485 out; Speaker output: 8 x 25W; Connectivity: Bluetooth; Features: Two zone independent music playback, four zone volume adjustment; Size: 237.5x112x10.5MM; Weight: 1.1kg; Color: Black",Bluetooth; RS485,90-240V,,,175 USD,,,,To be ordered,,,,
szsmarthome,S4-2 PRO Tuya Gateway,Intelligent control panel,Smart Control Panel,"System: Android 11; Display: 4-inch capacitive touch (480x480); Gateway: Built-in ZigBee (Tuya); Functions: lighting, switches, sockets, AC, curtains, group control; Power: AC 110-250V / 12v-24v; Speaker output: 2 x (10-25W); I/O: 1 audio in, 1 audio out, 1 485 out, 1 timing out; Connectivity: Bluetooth; Installation: UK standard 86 bottom shell; Size: 86x86x11MM; Media: Supports TF card, USB playback, Bluetooth music; Color: black, white",ZigBee; Bluetooth; RS485,AC 110-250V / 12v-24v,,,78 USD,500 (for 12v-24v),,,Not selected,,,,
szsmarthome,S4-4 PRO Tuya Gateway,Intelligent control panel,Smart Control Panel,"System: Android 11; Display: 4-inch capacitive touch (480x480); Gateway: Built-in ZigBee (Tuya); Power: AC 110-250V / 12v-24v; Speaker output: 4 x (10-25W); I/O: 1 audio in, 1 audio out, 1 485 out, 1 timing out; Connectivity: Bluetooth; Installation: UK standard 86 bottom shell; Size: 86x86x11MM; Media: Supports TF card, USB playback, Bluetooth music; Color: black, white",ZigBee; Bluetooth; RS485,AC 110-250V / 12v-24v,,,85 USD,500 (for 12v-24v),,,Not selected,,,,
szsmarthome,S4-3 PRO Tuya No Gateway,Intelligent control panel,Smart Control Panel,"System: Android 11; Display: 4-inch capacitive touch (480x480); Gateway: No Gateway; Power: AC 110-250V / 12v-24v; Speaker output: 2 x (10-25W); I/O: 1 audio in, 1 audio out, 1 485 out, 1 timing out; Connectivity: Bluetooth; Installation: UK standard 86 bottom shell; Size: 86x86x11MM; Media: Supports TF card, USB playback, Bluetooth music; Color: black, white",Bluetooth; RS485,AC 110-250V / 12v-24v,,,65 USD,500 (for 12v-24v),,,Not selected,,,,
szsmarthome,L2 Linux,Intelligent control panel,Smart Control Panel,"System: Linux; Display: 4-inch capacitive touch (480x480); Gateway: ZigBee (Tuya); Power: 2 circuits < 200W; Connectivity: 485 half duplex; Installation: UK standard 86 bottom shell; Size: 86x86x11MM; Functions: supports lights, switches, sockets, air conditioners, curtains; Color: black",ZigBee; RS485,AC,,,58 USD,500,,,Not selected,,,,
szsmarthome,FX-TUYA,Intelligent control panel Music host,Smart Control Panel,"System: Android 8.1, RAM 2G, Rom 8g; Display: 7-inch capacitive touch (1024x600); Power: 90v-240v; Speaker output: 2 x (10-25W); I/O: 1 audio in, 1 audio out, 1 485 out, 1 timing out; Connectivity: Bluetooth; Installation: UK standard 86 bottom shell; Functions: smart home control, scene control, background music playback; Color: Black",Bluetooth; RS485,90-240V,,,115 USD,,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1PjEan2PhXhcWbdJs4jVxXYi1O1qBbj5j.jpg,
szsmarthome,A7-TUYA,Intelligent control panel,Smart Control Panel,"System: Android 8.1, 4-core CPU 1.5Hz, 2G RAM, 16G ROM; Display: 7-inch IPS (1024x600); Power: AC 110-250V; Output power: 8 x 20W (Yamaha); I/O: 1 audio in, 1 audio out, 1 analog bass out, HDMI out 1080p, 8-channel horn output; Connectivity: WiFi, Bluetooth 4.2, 485 bidirectional control; Installation: embed junction box; Media: Supports TF card, otgusb disk; Color: white, black",WiFi; Bluetooth; RS485; HDMI,AC 110-250V,,,160 USD,,,,Not selected,,,,
szsmarthome,F4-Tuya,Intelligent control panel,Smart Control Panel,"System: Android 8.1; Display: 4-inch capacitive touch (480x480); Power: AC 110-250V; Switch: 4-way ZigBee switch (<200W), 4-way situational control; Speaker output: 2 x 15W; I/O: 1 audio in, 1 audio out, 485 Protocol input; Connectivity: Tuya ZigBee, Bluetooth; Installation: Double 86 standard junction box; Size: 172x86x13MM; Color: Black/Grey/White/Red",ZigBee; Bluetooth; RS485,AC 110-250V,,,125 USD,,,,Not selected,,,,
szsmarthome,G4-Tuya,Intelligent control panel,Smart Control Panel,"System: Android 8.1; Display: 4-inch capacitive touch (480x480); Power: AC 110-250VC; Switch: 4-way ZigBee switch (<200W), 4 scenes, 4 lights, 4-way situational control; I/O: 485 Protocol input; Connectivity: Graffiti ZigBee, Bluetooth; Installation: UK Single 86 Bottom Shell; Media: Supports TF card, USB playback; Color: Black/Grey/White/Red",ZigBee; Bluetooth; RS485,AC 110-250VC,,,120 USD,,,,Not selected,,,,
szsmarthome,F6-MAX-Tuya,Multi functional intelligent central control screen,Smart Control Panel,"System: Android 8.1, RAM 2G, Rom 8G; Display: 6-inch capacitive touch (1440x720); Power: 90v-240v; Speaker output: 1*2W and 2*(10-25W); Connectivity: Bluetooth, TUYA ZigBee gateway; Installation: British standard 86 bottom box; Weight: 1.1kg; Functions: Scheduled playback, knob adjustment; Color: Black",Bluetooth; ZigBee,90-240V,,,125 USD,50,,,Not selected,,,,
szsmarthome,F6-1Tuya,Intelligent central control Music host,Smart Control Panel,"System: Android 8.1, RAM 2G, Rom 8G; Display: 6-inch (1440x720) + 1.28-inch round (240x240); Power: 90v-240v; Speaker output: 1*2W; Switch: 2-way zero fire power supply < 200W; Connectivity: Bluetooth; Installation: UK standard 86 bottom shell; Weight: 1.1kg; Functions: Scheduled playback; Color: Black",Bluetooth,90-240V,,,125 USD,200,,,Not selected,,,,
szsmarthome,F6-2Tuya,Intelligent central control Music host,Smart Control Panel,"System: Android 8.1, RAM 2G, Rom 8G; Display: 6-inch (1440x720) + 1.28-inch round (240x240); Power: 90v-240v; Speaker output: 1*2W and 2*(10-25W); Connectivity: Bluetooth; Installation: UK standard 86 bottom shell; Weight: 1.1kg; Functions: Scheduled playback; Color: Black",Bluetooth,90-240V,,,128 USD,200,,,Not selected,,,,
szsmarthome,F6-1Tuya Relay,Intelligent control panel,Smart Control Panel,"System: Android 8.1, RAM 2G, Rom 8G; Display: 6-inch (1440x720) + 1.28-inch round (240x240); Power: 90v-240v; Speaker output: 1*2W; Switch: 2-way zero fire power supply < 200W; Connectivity: Bluetooth; Installation: UK standard 86 bottom shell; Size: 208x86x10.5MM; Weight: 1.1kg; Color: Black",Bluetooth,90-240V,,,135 USD,,,,Not selected,,,,
szsmarthome,F6-2Tuya Music,Intelligent control panel,Smart Control Panel,"System: Android 8.1, RAM 2G, Rom 8G; Display: 6-inch (1440x720) + 1.28-inch round (240x240); Power: 90v-240v; Speaker output: 1*2W and 2*(10-25W); Connectivity: Bluetooth; Installation: UK standard 86 bottom shell; Size: 208x86x10.5MM; Weight: 1.1kg; Color: Black",Bluetooth,90-240V,,,135 USD,,,,Not selected,,,,
szsmarthome,F7-Tuya,Multi functional intelligent central control screen,Smart Control Panel,"System: Android 8.1, RAM 2G, Rom 8g; Display: 7-inch (1024x600) + 1.28-inch round (240x240); Power: 90v-240v; Speaker output: 2 x 20W; I/O: 1 audio in, 1 audio out, 485 out; Connectivity: Bluetooth, TUYA ZigBee gateway; Installation: UK standard 86 bottom shell; Weight: 1.1kg; Color: Black",Bluetooth; ZigBee; RS485,90-240V,,,135 USD,,,,evaluation,,,,
szsmarthome,F8-Tuya,Intelligent central control Music host,Smart Control Panel,"System: Android 8.1, RAM 2G, Rom 8G; Display: 8-inch (800x1200) + 1.28-inch round (240x240); Power: AC 90v-240v; Speaker output: 2 x (10-25W); Switch: Switching power < 200W; I/O: 1 audio in, 1 audio out, 485 out; Connectivity: Bluetooth; Installation: British standard 86 bottom box; Color: Black graffiti",Bluetooth; RS485,AC 90-240V,,,211 USD,,,,evaluation,,,,
szsmarthome,F10-Tuya,Multi functional intelligent central control screen,Smart Control Panel,"System: Android 11, RAM 2G, Rom 8G; Display: 10-inch (800x1200) + 1.28-inch round (240x240); Power: AC 90v-240v; Speaker output: 2 x (10-25W); Switch: Switching power < 200W; I/O: 1 audio in, 1 audio out, 485 out; Connectivity: Bluetooth, TUYA ZigBee gateway; Installation: British standard 86 bottom box; Color: Black graffiti",Bluetooth; ZigBee; RS485,AC 90-240V,,,240 USD,,,,To be ordered,,,,
szsmarthome,F12-PRO-Tuya,Multi functional intelligent central control screen,Smart Control Panel,"System: Android 11, RAM 2G, Rom 8G; Display: 12.3-inch capacitive multi-point touch (1920x720); Power: AC 90v-250V; Speaker output: 2 x (10-25W); Switch: Switching power < 200W; I/O: 1 audio in, 1 audio out, 485 out; Connectivity: Bluetooth 5.2, TUYA ZigBee gateway; Installation: UK double 86 bottom shell; Color: Black graffiti",Bluetooth; ZigBee; RS485,AC 90-250V,,,278 USD,,,,To be ordered,,,,
